name|detail_url|address/street|address/city|address/state|address/zip|phone|email_link|website|description
Crabtree and Associates LLC|//business.lakenormanchamber.org/directory/Details/crabtree-and-associates-llc-3646249|17039 Kenton Drive Suite 200-H|Cornelius|NC|28031|(980) 980-9886|https://business.lakenormanchamber.org/directory/Contact/pVgG89oP|http://www.crabtreeandassociatesllc.com/|
Crawford and Colvin, DDS|//business.lakenormanchamber.org/directory/Details/crawford-and-colvin-dds-1574021|16525 Birkdale Commons Parkway, Suite 300|Huntersville|NC|28078|(704) 895-5850|https://business.lakenormanchamber.org/directory/Contact/PYE7obRP|http://www.lakenormandentist.com/|
Cribb Philbeck, LLC|//business.lakenormanchamber.org/directory/Details/cribb-philbeck-llc-3293884|17216 Belle Isle Drive|Cornelius|NC|28031|(704) 517-4554||http://www.jefftarte.org/|
Crown and Laurel Home|//business.lakenormanchamber.org/directory/Details/crown-and-laurel-home-2116527|Lake Norman and Charlotte Area||||(213) 398-4335|https://business.lakenormanchamber.org/directory/Contact/LzdY0Wxp|http://www.crownandlaurelhome.com/|
Crown Trophy|//business.lakenormanchamber.org/directory/Details/crown-trophy-1573856|11020 Bailey Rd # I (letter i)|Cornelius|NC|28031|(704) 892-4682|https://business.lakenormanchamber.org/directory/Contact/pjKWd8MP|http://www.crowntrophy.com/store-154|
Cyclebar Lake Norman|//business.lakenormanchamber.org/directory/Details/cyclebar-lake-norman-2939237|20601 Torrence Chapel Rd Unit 5A|Cornelius|NC|28031|704-657-3466|https://business.lakenormanchamber.org/directory/Contact/plyv58DP|http://www.cyclebar/location/lake-norman|
D’yana’s Mobile Pet Service, LLC|//business.lakenormanchamber.org/directory/Details/d-yana-s-mobile-pet-service-llc-3383546|12414 Stone Garden Drive|Huntersville|NC|28078|(919) 740-2276|https://business.lakenormanchamber.org/directory/Contact/PdKxdDgp|http://www.instagram.com/dyanas_mobile_pet_service?igsh=bjVhM3N6dmd6YTN1&utm_source=qr|
D9 Brewing Company|//business.lakenormanchamber.org/directory/Details/d9-brewing-company-1573668|11138-C Treynorth Drive|Cornelius|NC|28031|(704) 457-9368|https://business.lakenormanchamber.org/directory/Contact/rDg5W0qL|http://www.d9brewing.com/|
David Alexander Electric, Inc.|//business.lakenormanchamber.org/directory/Details/david-alexander-electric-inc-1574094|640  Presbyterian Road|Mooresville|NC|28115|(704) 892-1524|https://business.lakenormanchamber.org/directory/Contact/pg4vMEKP|http://www.davidalexanderelectric.com/|
Davidson Capital Advisors|//business.lakenormanchamber.org/directory/Details/davidson-capital-advisors-1574110|9820 Northcross Center Ct, Suite 54|Huntersville|NC|28078|(980) 237-9474|https://business.lakenormanchamber.org/directory/Contact/PNa91Bjp|http://www.davcapadvisors.com/|
Davidson College|//business.lakenormanchamber.org/directory/Details/davidson-college-1574093|405 N. Main Street|Davidson|NC|28036|(704) 894-2114|https://business.lakenormanchamber.org/directory/Contact/LzBxvoxL|http://www.davidson.edu/|
Davidson Community Players|//business.lakenormanchamber.org/directory/Details/davidson-community-players-1574016|P. O. Box 76|Davidson|NC|28036|(704) 892-7953|https://business.lakenormanchamber.org/directory/Contact/Lv53kx0P|http://www.davidsoncommunityplayers.org/|
Davidson Day School|//business.lakenormanchamber.org/directory/Details/davidson-day-school-1574015|750 Jetton Street|Davidson|NC|28036-6905|(704) 237-5200|https://business.lakenormanchamber.org/directory/Contact/LxRkxeMp|http://www.davidsonday.com/|
Davidson Green School|//business.lakenormanchamber.org/directory/Details/davidson-green-school-1573735|511 South Main Street|Davidson|NC|28036|(704) 892-0091|https://business.lakenormanchamber.org/directory/Contact/PKVlovop|http://www.davidsongreenschool.org/|
Davidson Lands Conservancy|//business.lakenormanchamber.org/directory/Details/davidson-lands-conservancy-1573696|P.O. Box 1952|Davidson|NC|28036|(704) 892-1910|https://business.lakenormanchamber.org/directory/Contact/LEq4za0L|http://www.davidsonlands.org/|
Davidson Periodontics|//business.lakenormanchamber.org/directory/Details/davidson-periodontics-3646256|460 South Main Street Building 300|Davidson|NC|28036|(704) 892-0644|https://business.lakenormanchamber.org/directory/Contact/pgwVOV8p|http://davidsonperiodontics.com/|
Davidson Village Inn|//business.lakenormanchamber.org/directory/Details/davidson-village-inn-1574041|117 Depot Street|Davidson|NC|28036|(704) 892-8044|https://business.lakenormanchamber.org/directory/Contact/LwZN6wMP|http://www.davidsoninn.com/|
Davidson-Cornelius Child Development Center|//business.lakenormanchamber.org/directory/Details/davidson-cornelius-child-development-center-3279896|PO Box 848 242 Gamble Street|Davidson|NC|28036|(980) 403-8900|https://business.lakenormanchamber.org/directory/Contact/PoODNexP|http://www.dc-childdevelopment.org/|
Davidsonians For Freedom of Thought and Discourse|//business.lakenormanchamber.org/directory/Details/davidsonians-for-freedom-of-thought-and-discourse-3558130||||||https://business.lakenormanchamber.org/directory/Contact/P3K4RqMP|http://dftdunite.org/|
Davis & Forest Investigative Group|//business.lakenormanchamber.org/directory/Details/davis-forest-investigative-group-1573728|9820 Northcross Center Court Suite 62|Huntersville|NC|28078|(704) 912-2010|https://business.lakenormanchamber.org/directory/Contact/PYE7o0mP|https://www.rdfig.com/|
D-BAT Huntersville|//business.lakenormanchamber.org/directory/Details/d-bat-huntersville-1574139|12703 Commerce Station Drive|Huntersville|NC|28078|(704) 651-9957|https://business.lakenormanchamber.org/directory/Contact/p524mDwP|http://www.dbathuntersville.com/|
Deborah Young Portrait Studio & Gallery|//business.lakenormanchamber.org/directory/Details/deborah-young-portrait-studio-gallery-1574051|20916  Catawba Avenue|Cornelius|NC|28031|(704) 896-3422|https://business.lakenormanchamber.org/directory/Contact/pg4vMw8P|http://www.deborahyoungstudio.com/|
Dental Care at North Creek|//business.lakenormanchamber.org/directory/Details/dental-care-at-north-creek-2986598|14013 North Creek Village Drive Suite 100|Huntersville|NC|28078|(980) 306-2150|https://business.lakenormanchamber.org/directory/Contact/Pd9gaRBL|http://dentalcareatnorthcreek.com/|
DHL Global Forwarding|//business.lakenormanchamber.org/directory/Details/dhl-global-forwarding-1573752|4925 Sirona Drive Suite 300|Charlotte|NC|28273|(704) 281-3069|https://business.lakenormanchamber.org/directory/Contact/rXq71dMp|http://www.dhl-usa.com/|
Diesel Barbershop|//business.lakenormanchamber.org/directory/Details/diesel-barbershop-3902028|137 Center Square Drive Suite C|Mooresville|NC|28117|(315) 856-0981|https://business.lakenormanchamber.org/directory/Contact/rZD1W9VP|http://www.dieselbarbershop.com/location/mooresville-nc-mooresville-town-square?utm_source=googlebusinessprofile12|
Diggin Carolina|//business.lakenormanchamber.org/directory/Details/diggin-carolina-3092987|19634 Bustle Rd|Cornelius|NC|28031|704 650-4350|https://business.lakenormanchamber.org/directory/Contact/P36y2Jnp|http://diggincarolinalandservices.com/|
Dive Bar Cornelius|//business.lakenormanchamber.org/directory/Details/dive-bar-cornelius-3239872|20910 Torrence Chapel Rd D7|Cornelius|NC|28031|(214) 208-5210|https://business.lakenormanchamber.org/directory/Contact/rXA0QbZp|http://www.divebarnc.com/|
Donna M. Moffett, LLC  Accountants & Consultants|//business.lakenormanchamber.org/directory/Details/donna-m-moffett-llc-accountants-consultants-1574107|8220 Village Harbor Drive|Cornelius|NC|28031|(704) 895-7181|https://business.lakenormanchamber.org/directory/Contact/p07emkJr|https://www.moffettgroup.com/|
DR Horton|//business.lakenormanchamber.org/directory/Details/dr-horton-2813628|8025 Arrowridge Blvd|Charlotte|NC|28273|704-253-0051|https://business.lakenormanchamber.org/directory/Contact/PNmBN85p|http://www.drhorton.com/|
Dr. Mark P. Tompkins, D.D.S.|//business.lakenormanchamber.org/directory/Details/dr-mark-p-tompkins-d-d-s-1574018|19109 W. Catawba Ave.|Cornelius|NC|28031|(704) 895-3833|https://business.lakenormanchamber.org/directory/Contact/rZRmobRr|http://www.lakenormansmile.com/|
Drawn2Art|//business.lakenormanchamber.org/directory/Details/drawn2art-2599558|19825 North Cove Road, Ste B North Carolina 28031|Cornelius,|NC|28031|704-997-6068|https://business.lakenormanchamber.org/directory/Contact/rk5ngkJP|http://www.drawn2artstudios.com/|
Dry Otter Waterproofing|//business.lakenormanchamber.org/directory/Details/dry-otter-waterproofing-2579537|PO Box 127|Denver|NC|28037|704-966-1771|https://business.lakenormanchamber.org/directory/Contact/PeX3OVqp|http://dryotterwaterproofing.com/|
Drybar Birkdale Village|//business.lakenormanchamber.org/directory/Details/drybar-birkdale-village-3086034|16926 Birkdale Commons Pkwy Suite B|Huntersville|NC|28078|704-659-1629|https://business.lakenormanchamber.org/directory/Contact/PNZ5nb5P|http://drybarshops.com/|
D's Coaching Table|//business.lakenormanchamber.org/directory/Details/d-s-coaching-table-3620660|10036 Hagers Road|Huntersville|NC|28078|(704) 616-4884|https://business.lakenormanchamber.org/directory/Contact/rD9QkbZp|http://www.dscoachingtable.com/|
Dudley's Home Care|//business.lakenormanchamber.org/directory/Details/dudley-s-home-care-3782284|147 Marketplace Avenue|Mooresville|NC|28117|(704) 799-3363|https://business.lakenormanchamber.org/directory/Contact/PezDxqOL|http://www.dudleyshomecare.com/|
Dula Real Estate|//business.lakenormanchamber.org/directory/Details/dula-real-estate-1574282|P.O. Box 1115|Davidson|NC|28036|(704) 895-1011|https://business.lakenormanchamber.org/directory/Contact/pMw71a0L|http://www.dularealestate.com/|
Dye Culik PC|//business.lakenormanchamber.org/directory/Details/dye-culik-pc-3351805|9541 Julian Clark Avenue|Huntersville|NC|28078|(980) 999-3557|https://business.lakenormanchamber.org/directory/Contact/rkNdvleL|http://dyeculik.com/|
Dyer Marine|//business.lakenormanchamber.org/directory/Details/dyer-marine-3277227|114 Days Inn Dr Mooresville NC 28117|Mooresville|NC|28117|(678) 428-0664|https://business.lakenormanchamber.org/directory/Contact/p8eV6QeP|http://dyermarine.com/|
Eastern Roof Technologies|//business.lakenormanchamber.org/directory/Details/eastern-roof-technologies-1573826|PO Box 3006 Mooresville, NC  28117|Mooresville|NC|28117||https://business.lakenormanchamber.org/directory/Contact/r4l4BoXr|https://www.easternrooftech.com/|
Eastwood Homes|//business.lakenormanchamber.org/directory/Details/eastwood-homes-3047615|2857 Westport Road|Charlotte|NC|28208|(704) 399-4663|https://business.lakenormanchamber.org/directory/Contact/rO17RxYP|http://www.eastwoodhomes.com/|
Ed Watkins Marine|//business.lakenormanchamber.org/directory/Details/ed-watkins-marine-2305409|PO BOX 857|Denver|NC|28037|704.483.2628|https://business.lakenormanchamber.org/directory/Contact/LxOv770P|http://www.edwatkinsmarine.com/|
EDIFICE Construction|//business.lakenormanchamber.org/directory/Details/edifice-construction-1692657|P.O. Box 36349|Charlotte|NC|28236|(704) 332-0900|https://business.lakenormanchamber.org/directory/Contact/Lv5Q6zGP|http://www.edificeinc.com/|
Edward Jones - Thomas Venzen|//business.lakenormanchamber.org/directory/Details/edward-jones-thomas-venzen-3047704|975 North Main Street|Mooresville|NC|28115|(704) 662-3818|https://business.lakenormanchamber.org/directory/Contact/pj3WwagP|http://www.edwardjones.com/thomas-venzen|
Eggs Up Grill|//business.lakenormanchamber.org/directory/Details/eggs-up-grill-3500446|19732 One Norman Place Suite 330|Cornelius|NC|28031|(980) 230-0020|https://business.lakenormanchamber.org/directory/Contact/LvN7j2eL|http://www.eggsupgrill.com/|
ElectriCities of N.C., Inc.|//business.lakenormanchamber.org/directory/Details/electricities-of-n-c-inc-1573989|11316 Sam Furr Road|Huntersville|NC|28070|(704) 948-0550|https://business.lakenormanchamber.org/directory/Contact/rZRmo43r|https://www.electricities.com/|
Elements Massage Cornelius|//business.lakenormanchamber.org/directory/Details/elements-massage-cornelius-3301250|19930 W. Catawba Ave., Suite 220|Cornelius|NC|28031|7049975172|https://business.lakenormanchamber.org/directory/Contact/P1EoJAGP|http://elementsmassage.com/cornelius|
Eleven Lakes Brewing Company|//business.lakenormanchamber.org/directory/Details/eleven-lakes-brewing-company-1573686|10228 Bailey Road Suite 201|Cornelius|NC|28031|(704) 771-2309|https://business.lakenormanchamber.org/directory/Contact/pR179wxr|http://www.elevenlakesbrewing.com/|
Elite Roof & Solar|//business.lakenormanchamber.org/directory/Details/elite-roof-solar-1734723|210 Delburg Street|Davidson|NC|28036|(704) 992-7474|https://business.lakenormanchamber.org/directory/Contact/LEqRNWqL|http://www.eliteroofandsolar.com/|
EmergeOrtho|//business.lakenormanchamber.org/directory/Details/emergeortho-2810571|3900 Terrell Park Drive Suite 101|Sherrills Ford|NC|28673|828-294-7793 ext. 12997|https://business.lakenormanchamber.org/directory/Contact/LblJJMjp|http://www.emergeortho.com/|
Employers Advantage, LLC|//business.lakenormanchamber.org/directory/Details/employers-advantage-llc-1573846|P.O. Box 1545|Cornelius|NC|28031|(980) 422-7953|https://business.lakenormanchamber.org/directory/Contact/pVe7o2Wr|http://www.employersadvantagellc.com/|
enCOMPASS Advertising Agency|//business.lakenormanchamber.org/directory/Details/encompass-advertising-agency-1573883|19410 Jetton Road Suite 200|Cornelius|NC|28031|(704) 896-9978|https://business.lakenormanchamber.org/directory/Contact/pjKWddMP|http://www.encompassagency.com/|
EnergyUnited|//business.lakenormanchamber.org/directory/Details/energyunited-1574095|567 Mocksville Hwy|Statesville|NC|28687|(800) 522-3793|https://business.lakenormanchamber.org/directory/Contact/pQZ9oj1P|http://www.energyunited.com/|
Ensinger Poly Tech, Inc.|//business.lakenormanchamber.org/directory/Details/ensinger-poly-tech-inc-1574121|13728 Statesville Road|Huntersville|NC|28078|(704) 992-8100|https://business.lakenormanchamber.org/directory/Contact/raZ34WKp|https://www.polytechindustrial.com/|
EOS Worldwide- Nick Whitney|//business.lakenormanchamber.org/directory/Details/eos-worldwide-nick-whitney-2520582|19501 W. Catawba Ave, Suite 290|Cornelius|NC|28031|614.327.4801|https://business.lakenormanchamber.org/directory/Contact/rZbjnzYr|https://www.eosworldwide.com/nick-whitney|
Epic Chophouse|//business.lakenormanchamber.org/directory/Details/epic-chophouse-1574219|104 South Main Street|Mooresville|NC|28115|(704) 230-1720|https://business.lakenormanchamber.org/directory/Contact/pVe7obvr|http://www.epicchophouse.com/|
Equitable Advisors|//business.lakenormanchamber.org/directory/Details/equitable-advisors-1573915|19900 W. Catawba Avenue, Suite 207|Cornelius|NC|28031|(704) 895-7475|https://business.lakenormanchamber.org/directory/Contact/PKVlxyZp|http://www.norriswoody.com/|
Errands Airport Services|//business.lakenormanchamber.org/directory/Details/errands-airport-services-1573720|P.O. Box 19535|Charlotte|NC|28219|(704) 357-1990||https://www.facebook.com/Errandsairportservices/|
ESP Associates|//business.lakenormanchamber.org/directory/Details/esp-associates-3132746|20484 Chartwell Center Drive Suite D|Cornelius|NC|28031|(704) 990-9428|https://business.lakenormanchamber.org/directory/Contact/pM2GNb5P|http://www.espassociates.com/|
Everbowl|//business.lakenormanchamber.org/directory/Details/everbowl-3172331|9832 Gilead Rd #D105|Huntersville|NC|28078-7512|7042749238|https://business.lakenormanchamber.org/directory/Contact/ply3dWkP|http://everbowl.com/|
Everest Gymnastics|//business.lakenormanchamber.org/directory/Details/everest-gymnastics-1574334|19340 Liverpool Parkway|Cornelius|NC|28031|(704) 948-1449|https://business.lakenormanchamber.org/directory/Contact/rkgzb7Yr|http://www.everest-gym.com/|
Exchange Club of North Mecklenburg #3150|//business.lakenormanchamber.org/directory/Details/exchange-club-of-north-mecklenburg-3150-1574106||Lake Norman|||(704) 904-8051|https://business.lakenormanchamber.org/directory/Contact/p9eJ0nqp|http://northmecklenburg3150.exchange-nc.org/|
